title,price,address,link
Без названия,348000081119,"Затулинский жилмассив, ул. Зорге,  46р-н Кировский",https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_429_m_15_et._8132063595?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,365000093590,"ул. Дмитрия Шмонина,  10/1р-н Кировский",https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_39_m_1518_et._8217518206?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,370000078723,"Беловежская ул.,  12 · 2 отзываПлощадь Маркса, 21–30 мин.",https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_47_m_110_et._8280939688?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,529900092640,"ул. Связистов,  7 ·  3,7 · 3 отзываПлощадь Маркса, от 31 мин.",https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_572_m_25_et._8020194084?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,537000092746,"Степная ул.,  65Площадь Маркса, 21–30 мин.",https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_579_m_55_et._8177259635?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,2640000120000,"ул. Виктора Уса,  9 ·  3,7 · 15 отзывовр-н Кировский",https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_22_m_817_et._8249218597?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,2750000150273,"ул. Твардовского,  22/2 ·  4,2 · 9 отзывовр-н Первомайский",https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_183_m_917_et._8136189040?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,3590000133457,"ул. Дунаевского,  14/3 ·  5,0 · 8 отзывовр-н Калининский",https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_269_m_99_et._8248426674?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,3650000107670,"ул. Фадеева,  89р-н Калининский",https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_339_m_59_et._7961704551?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,3880000104865,"Спортивная ул.,  19 ·  5,0 · 9 отзывовр-н Ленинский",https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_37_m_710_et._8217441443?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,3900000130435,"Линейная ул.,  31/1 ·  3,3 · 3 отзываГагаринская, 11–15 мин.",https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_299_m_79_et._8250490675?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,4030000127129,"Дом бизнес-класса «Ермак»  ул. Новоуральская ,  д. 10",https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_317_m_1419_et._7713251211?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,4120000130794,"Дом бизнес-класса «Ермак»  ул. Новоуральская ,  д. 10",https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_315_m_1919_et._7713062893?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,4200000144330,"ул. Кропоткина,  138 ·  5,0 · 3 отзываБерёзовая роща, 21–30 мин.",https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_291_m_310_et._8178171488?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,4250000146552,"Нижегородская ул.,  24 · 2 отзываРечной вокзал, 6–10 мин.",https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_29_m_58_et._8278107570?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,4600000146965,"ЖК «Ельцовский» ·  3,4 · 49 отзывовУл. Ельцовская, стр. 16-17Заельцовская, 11–15 мин.",https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_313_m_819_et._8321321766?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,4600000146965,"ЖК «Ельцовский» ·  3,4 · 49 отзывовУл. Ельцовская, стр. 16-17Заельцовская, 11–15 мин.",https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_313_m_1019_et._8321828664?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,4600000146965,"ЖК «Ельцовский» ·  3,4 · 49 отзывовУл. Ельцовская, стр. 16-17Заельцовская, 11–15 мин.",https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_313_m_1619_et._8320908389?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,4653487100075,"ЖК «Радуга Сибири» ·  4,5 · 109 отзывовул. Забалуева,  стр. 11р-н Ленинский",https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_465_m_517_et._8321340026?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,4653487100075,"ЖК «Радуга Сибири» ·  4,5 · 109 отзывовул. Забалуева,  стр. 11р-н Ленинский",https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_465_m_1117_et._8321526701?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,4900000111364,"ул. Блюхера,  16 ·  5,0 · 3 отзываПлощадь Маркса, 6–10 мин.",https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_44_m_55_et._8311741756?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,4900000123116,"Мкр. «Фламинго» ·  4,7 · 35 отзывовпос. Элитный, ул. Фламинго,  д. 8",https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_398_m_28_et._8190368922?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,4900000123116,"Мкр. «Фламинго» ·  4,7 · 35 отзывовпос. Элитный, ул. Фламинго,  д. 8",https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_398_m_88_et._8190451518?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,4900000123116,"Мкр. «Фламинго» ·  4,7 · 35 отзывовпос. Элитный, ул. Фламинго,  д. 8",https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_398_m_38_et._8189919488?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,4900000123116,"Мкр. «Фламинго» ·  4,7 · 35 отзывовпос. Элитный, ул. Фламинго,  д. 8",https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_398_m_58_et._8190363163?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,4900000213974,"Микрорайон «Европейский Берег» ·  4,6 · 164 отзываУл. Большевистская, д. 44Речной вокзал, от 31 мин.",https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_229_m_617_et._7991497224?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,5030700123000,"Мкр. «Фламинго» ·  4,7 · 35 отзывовпос. Элитный, ул. Венская/Фламинго,  стр. 10",https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_409_m_48_et._8190660533?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,5150000112691,"ул. Костычева,  38Площадь Маркса, 16–20 мин.",https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_457_m_55_et._8057375751?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,6400000110155,"Дом бизнес-класса «Ермак»  ул. Новоуральская ,  д. 10",https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_581_m_719_et._7713855958?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,6400000110155,"Дом бизнес-класса «Ермак»  ул. Новоуральская ,  д. 10",https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_581_m_419_et._7713795954?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,7399000176167,"Красный пр-т,  87 · 1 отзывГагаринская, до 5 мин.",https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_42_m_59_et._7989194571?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,7420000356731,"Апартаментный комплекс «БАШНИ YES» (БАШНИ ЙЕС)  Ул. Блюхера, д. 71Студенческая, 6–10 мин.",https://www.avito.ru/novosibirsk/kvartiry/apartamenty-studiya_208_m_1230_et._8321409075?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,7600000183133,"Авторский квартал  Ул. Гоголя, стр.2Берёзовая роща, 11–15 мин.",https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_415_m_225_et._8321792055?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,7730000186265,"Авторский квартал  Ул. Гоголя, стр.2Берёзовая роща, 11–15 мин.",https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_415_m_725_et._8321379914?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,8050000106201,"ул. Кошурникова,  16 · 2 отзываБерёзовая роща, до 5 мин.",https://www.avito.ru/novosibirsk/kvartiry/4-k._kvartira_758_m_59_et._8071836934?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,8170000190000,"2-я Обская ул.,  71/1 ·  4,6 · 5 отзывовРечной вокзал, 16–20 мин.",https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_43_m_716_et._7848791574?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,8260000397115,"Апартаментный комплекс «БАШНИ YES» (БАШНИ ЙЕС)  Ул. Блюхера, д. 71Студенческая, 6–10 мин.",https://www.avito.ru/novosibirsk/kvartiry/apartamenty-studiya_208_m_2430_et._8320958958?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,9800000119804,"Коммунистическая ул.,  26Площадь Ленина, 11–15 мин.",https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_818_m_15_et._8038461368?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,10700000200000,"Апартаменты «МАКИ»  Ул. Маковского, д. 4Речной вокзал, 6–10 мин.",https://www.avito.ru/novosibirsk/kvartiry/2-k._apartamenty_535_m_714_et._7521448127?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,11500000151316,"ЖК «Бирюзовая жемчужина-2» ·  4,6 · 7 отзывовул. Сухарная,  д. 105/1Площадь Гарина-Михайловского, от 31 мин.",https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_76_m_1029_et._7521815080?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,28490000206449,"Московская ул.,  77 ·  5,0 · 8 отзывовОктябрьская, до 5 мин.",https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_138_m_1029_et._7804381260?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,29400000258348,"Эко-квартал «Flora&Fauna» (Флора&Фауна) ·  4,8 · 12 отзывовДачное ш., стр. 20р-н Заельцовский",https://www.avito.ru/novosibirsk/kvartiry/4-k._kvartira_1138_m_311_et._8321655217?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,29900000262742,"Эко-квартал «Flora&Fauna» (Флора&Фауна) ·  4,8 · 12 отзывовДачное ш., стр. 20р-н Заельцовский",https://www.avito.ru/novosibirsk/kvartiry/4-k._kvartira_1138_m_411_et._8321744418?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,91700000358483,"Эко-квартал «Flora&Fauna» (Флора&Фауна) ·  4,8 · 12 отзывовДачное ш.,  стр. 20р-н Заельцовский",https://www.avito.ru/novosibirsk/kvartiry/4-k._kvartira_2558_m_88_et._8320884249?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
Без названия,8900000132244356,"ЖК «Тайгинский парк» ·  4,7 · 14 отзывовул. Тайгинская,  д. 39/1р-н Калининский",https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_673_m_117_et._3295843707?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCd2FaNlNxRDBaa0pJZzhCIjt9TgCV6T8AAAA
